File Name,Dataset,aid,Date,Count,Minimum,Maximum,Range,Mean,Standard Deviation,Variance,Upper Quartile,Upper 1.5 IQR,Median,Lower 1.5 IQR,Lower Quartile
MCD43A1_006_BRDF_Albedo_Parameters_nir_0_doy2018001_aid0001,BRDF_Albedo_Parameters_nir,aid0001,2018-01-01,706497.0,0.0,1.358,"(0.0,1.358)",0.2057,0.0712,0.0051,0.25,0.361,0.21,0.065,0.176
MCD43A1_006_BRDF_Albedo_Parameters_nir_1_doy2018001_aid0001,BRDF_Albedo_Parameters_nir,aid0001,2018-01-01,706497.0,0.0,0.869,"(0.0,0.869)",0.1274,0.0625,0.0039,0.165,0.28,0.127,0.0,0.088
MCD43A1_006_BRDF_Albedo_Parameters_nir_2_doy2018001_aid0001,BRDF_Albedo_Parameters_nir,aid0001,2018-01-01,706497.0,0.0,0.539,"(0.0,0.539)",0.0292,0.0205,0.0004,0.042,0.084,0.027,0.0,0.014
MCD43A1_006_BRDF_Albedo_Parameters_nir_0_doy2018002_aid0001,BRDF_Albedo_Parameters_nir,aid0001,2018-01-02,705994.0,0.0,1.355,"(0.0,1.355)",0.2055,0.0712,0.0051,0.25,0.362,0.21,0.063,0.175
MCD43A1_006_BRDF_Albedo_Parameters_nir_1_doy2018002_aid0001,BRDF_Albedo_Parameters_nir,aid0001,2018-01-02,705994.0,0.0,0.869,"(0.0,0.869)",0.1268,0.0628,0.0039,0.165,0.282,0.127,0.0,0.087
MCD43A1_006_BRDF_Albedo_Parameters_nir_2_doy2018002_aid0001,BRDF_Albedo_Parameters_nir,aid0001,2018-01-02,705994.0,0.0,0.538,"(0.0,0.538)",0.029,0.0206,0.0004,0.041,0.083,0.027,0.0,0.013
MCD43A1_006_BRDF_Albedo_Parameters_nir_0_doy2018003_aid0001,BRDF_Albedo_Parameters_nir,aid0001,2018-01-03,703997.0,0.0,1.352,"(0.0,1.352)",0.2068,0.072,0.0052,0.251,0.365,0.212,0.061,0.175
MCD43A1_006_BRDF_Albedo_Parameters_nir_1_doy2018003_aid0001,BRDF_Albedo_Parameters_nir,aid0001,2018-01-03,703997.0,0.0,1.762,"(0.0,1.762)",0.126,0.0654,0.0043,0.165,0.286,0.125,0.0,0.084
MCD43A1_006_BRDF_Albedo_Parameters_nir_2_doy2018003_aid0001,BRDF_Albedo_Parameters_nir,aid0001,2018-01-03,703997.0,0.0,0.536,"(0.0,0.536)",0.0299,0.0216,0.0005,0.043,0.088,0.028,0.0,0.013
MCD43A1_006_BRDF_Albedo_Parameters_nir_0_doy2018004_aid0001,BRDF_Albedo_Parameters_nir,aid0001,2018-01-04,704111.0,0.0,0.691,"(0.0,0.691)",0.2072,0.0721,0.0052,0.252,0.367,0.212,0.06,0.175
MCD43A1_006_BRDF_Albedo_Parameters_nir_1_doy2018004_aid0001,BRDF_Albedo_Parameters_nir,aid0001,2018-01-04,704111.0,0.0,1.735,"(0.0,1.735)",0.1268,0.0655,0.0043,0.166,0.287,0.127,0.0,0.085
MCD43A1_006_BRDF_Albedo_Parameters_nir_2_doy2018004_aid0001,BRDF_Albedo_Parameters_nir,aid0001,2018-01-04,704111.0,0.0,0.254,"(0.0,0.254)",0.0303,0.0218,0.0005,0.044,0.09,0.028,0.0,0.013
MCD43A1_006_BRDF_Albedo_Parameters_nir_0_doy2018005_aid0001,BRDF_Albedo_Parameters_nir,aid0001,2018-01-05,703744.0,0.0,0.697,"(0.0,0.697)",0.2077,0.0722,0.0052,0.253,0.37,0.213,0.058,0.175
MCD43A1_006_BRDF_Albedo_Parameters_nir_1_doy2018005_aid0001,BRDF_Albedo_Parameters_nir,aid0001,2018-01-05,703744.0,0.0,1.736,"(0.0,1.736)",0.1265,0.0654,0.0043,0.166,0.287,0.126,0.0,0.085
MCD43A1_006_BRDF_Albedo_Parameters_nir_2_doy2018005_aid0001,BRDF_Albedo_Parameters_nir,aid0001,2018-01-05,703744.0,0.0,0.371,"(0.0,0.371)",0.0305,0.0218,0.0005,0.044,0.09,0.029,0.0,0.013
MCD43A1_006_BRDF_Albedo_Parameters_nir_0_doy2018006_aid0001,BRDF_Albedo_Parameters_nir,aid0001,2018-01-06,704072.0,0.0,1.221,"(0.0,1.221)",0.2076,0.0723,0.0052,0.253,0.37,0.212,0.058,0.175
MCD43A1_006_BRDF_Albedo_Parameters_nir_1_doy2018006_aid0001,BRDF_Albedo_Parameters_nir,aid0001,2018-01-06,704072.0,0.0,1.738,"(0.0,1.738)",0.1274,0.0657,0.0043,0.167,0.29,0.127,0.0,0.085
MCD43A1_006_BRDF_Albedo_Parameters_nir_2_doy2018006_aid0001,BRDF_Albedo_Parameters_nir,aid0001,2018-01-06,704072.0,0.0,0.531,"(0.0,0.531)",0.0306,0.022,0.0005,0.044,0.09,0.029,0.0,0.013
MCD43A1_006_BRDF_Albedo_Parameters_nir_0_doy2018007_aid0001,BRDF_Albedo_Parameters_nir,aid0001,2018-01-07,704168.0,0.0,1.214,"(0.0,1.214)",0.2069,0.0713,0.0051,0.252,0.366,0.212,0.062,0.176
MCD43A1_006_BRDF_Albedo_Parameters_nir_1_doy2018007_aid0001,BRDF_Albedo_Parameters_nir,aid0001,2018-01-07,704168.0,0.0,0.756,"(0.0,0.756)",0.1258,0.0646,0.0042,0.164,0.282,0.125,0.0,0.085
MCD43A1_006_BRDF_Albedo_Parameters_nir_2_doy2018007_aid0001,BRDF_Albedo_Parameters_nir,aid0001,2018-01-07,704168.0,0.0,0.528,"(0.0,0.528)",0.0301,0.0213,0.0005,0.043,0.086,0.028,0.0,0.014
MCD43A1_006_BRDF_Albedo_Parameters_nir_0_doy2018008_aid0001,BRDF_Albedo_Parameters_nir,aid0001,2018-01-08,705194.0,0.0,1.208,"(0.0,1.208)",0.2069,0.0719,0.0052,0.252,0.367,0.211,0.06,0.175
MCD43A1_006_BRDF_Albedo_Parameters_nir_1_doy2018008_aid0001,BRDF_Albedo_Parameters_nir,aid0001,2018-01-08,705194.0,0.0,0.816,"(0.0,0.816)",0.128,0.0656,0.0043,0.166,0.284,0.127,0.0,0.087
MCD43A1_006_BRDF_Albedo_Parameters_nir_2_doy2018008_aid0001,BRDF_Albedo_Parameters_nir,aid0001,2018-01-08,705194.0,0.0,0.525,"(0.0,0.525)",0.0305,0.0221,0.0005,0.044,0.09,0.029,0.0,0.013
MCD43A1_006_BRDF_Albedo_Parameters_nir_0_doy2018009_aid0001,BRDF_Albedo_Parameters_nir,aid0001,2018-01-09,703705.0,0.0,1.201,"(0.0,1.201)",0.207,0.0714,0.0051,0.251,0.365,0.211,0.061,0.175
MCD43A1_006_BRDF_Albedo_Parameters_nir_1_doy2018009_aid0001,BRDF_Albedo_Parameters_nir,aid0001,2018-01-09,703705.0,0.0,0.819,"(0.0,0.819)",0.1282,0.0657,0.0043,0.167,0.287,0.127,0.0,0.087
MCD43A1_006_BRDF_Albedo_Parameters_nir_2_doy2018009_aid0001,BRDF_Albedo_Parameters_nir,aid0001,2018-01-09,703705.0,0.0,0.522,"(0.0,0.522)",0.0305,0.0219,0.0005,0.044,0.09,0.029,0.0,0.013
MCD43A1_006_BRDF_Albedo_Parameters_nir_0_doy2018010_aid0001,BRDF_Albedo_Parameters_nir,aid0001,2018-01-10,704610.0,0.0,1.199,"(0.0,1.199)",0.2062,0.071,0.005,0.25,0.362,0.21,0.063,0.175
MCD43A1_006_BRDF_Albedo_Parameters_nir_1_doy2018010_aid0001,BRDF_Albedo_Parameters_nir,aid0001,2018-01-10,704610.0,0.0,0.851,"(0.0,0.851)",0.1292,0.0648,0.0042,0.167,0.282,0.128,0.0,0.09
MCD43A1_006_BRDF_Albedo_Parameters_nir_2_doy2018010_aid0001,BRDF_Albedo_Parameters_nir,aid0001,2018-01-10,704610.0,0.0,0.548,"(0.0,0.548)",0.0301,0.0216,0.0005,0.043,0.088,0.028,0.0,0.013
MCD43A1_006_BRDF_Albedo_Parameters_nir_0_doy2018011_aid0001,BRDF_Albedo_Parameters_nir,aid0001,2018-01-11,702967.0,0.0,1.2,"(0.0,1.2)",0.2059,0.0708,0.005,0.25,0.362,0.21,0.063,0.175
MCD43A1_006_BRDF_Albedo_Parameters_nir_1_doy2018011_aid0001,BRDF_Albedo_Parameters_nir,aid0001,2018-01-11,702967.0,0.0,1.391,"(0.0,1.391)",0.1276,0.0623,0.0039,0.164,0.275,0.126,0.0,0.09
MCD43A1_006_BRDF_Albedo_Parameters_nir_2_doy2018011_aid0001,BRDF_Albedo_Parameters_nir,aid0001,2018-01-11,702967.0,0.0,0.548,"(0.0,0.548)",0.0299,0.0211,0.0004,0.043,0.086,0.028,0.0,0.014
MCD43A1_006_BRDF_Albedo_Parameters_nir_0_doy2018012_aid0001,BRDF_Albedo_Parameters_nir,aid0001,2018-01-12,704565.0,0.0,1.2,"(0.0,1.2)",0.2062,0.0708,0.005,0.25,0.361,0.21,0.065,0.176
MCD43A1_006_BRDF_Albedo_Parameters_nir_1_doy2018012_aid0001,BRDF_Albedo_Parameters_nir,aid0001,2018-01-12,704565.0,0.0,0.759,"(0.0,0.759)",0.1269,0.0628,0.0039,0.163,0.275,0.125,0.0,0.088
MCD43A1_006_BRDF_Albedo_Parameters_nir_2_doy2018012_aid0001,BRDF_Albedo_Parameters_nir,aid0001,2018-01-12,704565.0,0.0,0.549,"(0.0,0.549)",0.03,0.0211,0.0004,0.043,0.086,0.028,0.0,0.014
MCD43A1_006_BRDF_Albedo_Parameters_nir_0_doy2018013_aid0001,BRDF_Albedo_Parameters_nir,aid0001,2018-01-13,703645.0,0.0,1.2,"(0.0,1.2)",0.2069,0.072,0.0052,0.252,0.369,0.21,0.057,0.174
MCD43A1_006_BRDF_Albedo_Parameters_nir_1_doy2018013_aid0001,BRDF_Albedo_Parameters_nir,aid0001,2018-01-13,703645.0,0.0,0.837,"(0.0,0.837)",0.1267,0.0668,0.0045,0.166,0.289,0.124,0.0,0.084
MCD43A1_006_BRDF_Albedo_Parameters_nir_2_doy2018013_aid0001,BRDF_Albedo_Parameters_nir,aid0001,2018-01-13,703645.0,0.0,0.549,"(0.0,0.549)",0.0304,0.0226,0.0005,0.044,0.09,0.028,0.0,0.013
MCD43A1_006_BRDF_Albedo_Parameters_nir_0_doy2018014_aid0001,BRDF_Albedo_Parameters_nir,aid0001,2018-01-14,702386.0,0.0,1.301,"(0.0,1.301)",0.209,0.0724,0.0052,0.254,0.371,0.213,0.059,0.176
MCD43A1_006_BRDF_Albedo_Parameters_nir_1_doy2018014_aid0001,BRDF_Albedo_Parameters_nir,aid0001,2018-01-14,702386.0,0.0,0.874,"(0.0,0.874)",0.1275,0.0668,0.0045,0.166,0.287,0.125,0.0,0.085
MCD43A1_006_BRDF_Albedo_Parameters_nir_2_doy2018014_aid0001,BRDF_Albedo_Parameters_nir,aid0001,2018-01-14,702386.0,0.0,0.594,"(0.0,0.594)",0.0314,0.0227,0.0005,0.045,0.091,0.029,0.0,0.014
MCD43A1_006_BRDF_Albedo_Parameters_nir_0_doy2018015_aid0001,BRDF_Albedo_Parameters_nir,aid0001,2018-01-15,699980.0,0.0,1.301,"(0.0,1.301)",0.2102,0.0737,0.0054,0.256,0.376,0.214,0.056,0.176
MCD43A1_006_BRDF_Albedo_Parameters_nir_1_doy2018015_aid0001,BRDF_Albedo_Parameters_nir,aid0001,2018-01-15,699980.0,0.0,0.898,"(0.0,0.898)",0.1266,0.0679,0.0046,0.166,0.29,0.123,0.0,0.083
MCD43A1_006_BRDF_Albedo_Parameters_nir_2_doy2018015_aid0001,BRDF_Albedo_Parameters_nir,aid0001,2018-01-15,699980.0,0.0,0.593,"(0.0,0.593)",0.0325,0.0241,0.0006,0.047,0.096,0.03,0.0,0.014
MCD43A1_006_BRDF_Albedo_Parameters_nir_0_doy2018016_aid0001,BRDF_Albedo_Parameters_nir,aid0001,2018-01-16,698904.0,0.0,1.308,"(0.0,1.308)",0.2102,0.073,0.0053,0.256,0.374,0.214,0.059,0.177
MCD43A1_006_BRDF_Albedo_Parameters_nir_1_doy2018016_aid0001,BRDF_Albedo_Parameters_nir,aid0001,2018-01-16,698904.0,0.0,0.897,"(0.0,0.897)",0.1248,0.0669,0.0045,0.164,0.287,0.121,0.0,0.082
MCD43A1_006_BRDF_Albedo_Parameters_nir_2_doy2018016_aid0001,BRDF_Albedo_Parameters_nir,aid0001,2018-01-16,698904.0,0.0,0.597,"(0.0,0.597)",0.0325,0.0236,0.0006,0.047,0.096,0.03,0.0,0.014
MCD43A1_006_BRDF_Albedo_Parameters_nir_0_doy2018017_aid0001,BRDF_Albedo_Parameters_nir,aid0001,2018-01-17,701076.0,0.0,1.051,"(0.0,1.051)",0.2091,0.0726,0.0053,0.254,0.371,0.213,0.059,0.176
MCD43A1_006_BRDF_Albedo_Parameters_nir_1_doy2018017_aid0001,BRDF_Albedo_Parameters_nir,aid0001,2018-01-17,701076.0,0.0,2.542,"(0.0,2.542)",0.1269,0.0689,0.0047,0.166,0.29,0.123,0.0,0.083
MCD43A1_006_BRDF_Albedo_Parameters_nir_2_doy2018017_aid0001,BRDF_Albedo_Parameters_nir,aid0001,2018-01-17,701076.0,0.0,0.478,"(0.0,0.478)",0.0318,0.0231,0.0005,0.046,0.095,0.03,0.0,0.013
MCD43A1_006_BRDF_Albedo_Parameters_nir_0_doy2018018_aid0001,BRDF_Albedo_Parameters_nir,aid0001,2018-01-18,701188.0,0.0,1.046,"(0.0,1.046)",0.21,0.0726,0.0053,0.255,0.372,0.214,0.06,0.177
MCD43A1_006_BRDF_Albedo_Parameters_nir_1_doy2018018_aid0001,BRDF_Albedo_Parameters_nir,aid0001,2018-01-18,701188.0,0.0,2.54,"(0.0,2.54)",0.1258,0.0684,0.0047,0.164,0.287,0.121,0.0,0.082
MCD43A1_006_BRDF_Albedo_Parameters_nir_2_doy2018018_aid0001,BRDF_Albedo_Parameters_nir,aid0001,2018-01-18,701188.0,0.0,0.476,"(0.0,0.476)",0.0323,0.023,0.0005,0.047,0.096,0.03,0.0,0.014
MCD43A1_006_BRDF_Albedo_Parameters_nir_0_doy2018019_aid0001,BRDF_Albedo_Parameters_nir,aid0001,2018-01-19,701192.0,0.0,1.041,"(0.0,1.041)",0.2102,0.0726,0.0053,0.255,0.37,0.214,0.063,0.178
MCD43A1_006_BRDF_Albedo_Parameters_nir_1_doy2018019_aid0001,BRDF_Albedo_Parameters_nir,aid0001,2018-01-19,701192.0,0.0,2.594,"(0.0,2.594)",0.1251,0.0692,0.0048,0.164,0.288,0.12,0.0,0.081
MCD43A1_006_BRDF_Albedo_Parameters_nir_2_doy2018019_aid0001,BRDF_Albedo_Parameters_nir,aid0001,2018-01-19,701192.0,0.0,0.473,"(0.0,0.473)",0.0323,0.0231,0.0005,0.047,0.096,0.031,0.0,0.014
MCD43A1_006_BRDF_Albedo_Parameters_nir_0_doy2018020_aid0001,BRDF_Albedo_Parameters_nir,aid0001,2018-01-20,699976.0,0.0,1.036,"(0.0,1.036)",0.2108,0.0724,0.0052,0.256,0.373,0.214,0.061,0.178
MCD43A1_006_BRDF_Albedo_Parameters_nir_1_doy2018020_aid0001,BRDF_Albedo_Parameters_nir,aid0001,2018-01-20,699976.0,0.0,1.21,"(0.0,1.21)",0.1248,0.0682,0.0047,0.163,0.286,0.12,0.0,0.081
MCD43A1_006_BRDF_Albedo_Parameters_nir_2_doy2018020_aid0001,BRDF_Albedo_Parameters_nir,aid0001,2018-01-20,699976.0,0.0,0.471,"(0.0,0.471)",0.0326,0.0231,0.0005,0.047,0.096,0.031,0.0,0.014
MCD43A1_006_BRDF_Albedo_Parameters_nir_0_doy2018021_aid0001,BRDF_Albedo_Parameters_nir,aid0001,2018-01-21,699660.0,0.0,1.031,"(0.0,1.031)",0.2111,0.0725,0.0053,0.256,0.373,0.215,0.061,0.178
MCD43A1_006_BRDF_Albedo_Parameters_nir_1_doy2018021_aid0001,BRDF_Albedo_Parameters_nir,aid0001,2018-01-21,699660.0,0.0,0.967,"(0.0,0.967)",0.1243,0.0681,0.0046,0.162,0.285,0.12,0.0,0.08
MCD43A1_006_BRDF_Albedo_Parameters_nir_2_doy2018021_aid0001,BRDF_Albedo_Parameters_nir,aid0001,2018-01-21,699660.0,0.0,0.469,"(0.0,0.469)",0.0327,0.0231,0.0005,0.047,0.095,0.031,0.0,0.015
MCD43A1_006_BRDF_Albedo_Parameters_nir_0_doy2018022_aid0001,BRDF_Albedo_Parameters_nir,aid0001,2018-01-22,698870.0,0.0,1.026,"(0.0,1.026)",0.2111,0.0722,0.0052,0.256,0.373,0.215,0.061,0.178
MCD43A1_006_BRDF_Albedo_Parameters_nir_1_doy2018022_aid0001,BRDF_Albedo_Parameters_nir,aid0001,2018-01-22,698870.0,0.0,2.801,"(0.0,2.801)",0.1243,0.0689,0.0048,0.163,0.289,0.12,0.0,0.079
MCD43A1_006_BRDF_Albedo_Parameters_nir_2_doy2018022_aid0001,BRDF_Albedo_Parameters_nir,aid0001,2018-01-22,698870.0,0.0,0.467,"(0.0,0.467)",0.0326,0.0232,0.0005,0.047,0.096,0.031,0.0,0.014
MCD43A1_006_BRDF_Albedo_Parameters_nir_0_doy2018023_aid0001,BRDF_Albedo_Parameters_nir,aid0001,2018-01-23,698836.0,0.0,0.71,"(0.0,0.71)",0.2111,0.072,0.0052,0.256,0.373,0.214,0.061,0.178
MCD43A1_006_BRDF_Albedo_Parameters_nir_1_doy2018023_aid0001,BRDF_Albedo_Parameters_nir,aid0001,2018-01-23,698836.0,0.0,0.973,"(0.0,0.973)",0.1237,0.0674,0.0045,0.162,0.285,0.12,0.0,0.08
MCD43A1_006_BRDF_Albedo_Parameters_nir_2_doy2018023_aid0001,BRDF_Albedo_Parameters_nir,aid0001,2018-01-23,698836.0,0.0,0.321,"(0.0,0.321)",0.0326,0.0231,0.0005,0.047,0.096,0.031,0.0,0.014
MCD43A1_006_BRDF_Albedo_Parameters_nir_0_doy2018024_aid0001,BRDF_Albedo_Parameters_nir,aid0001,2018-01-24,697939.0,0.0,0.692,"(0.0,0.692)",0.211,0.0718,0.0052,0.256,0.373,0.214,0.061,0.178
MCD43A1_006_BRDF_Albedo_Parameters_nir_1_doy2018024_aid0001,BRDF_Albedo_Parameters_nir,aid0001,2018-01-24,697939.0,0.0,0.998,"(0.0,0.998)",0.1235,0.0675,0.0046,0.163,0.289,0.12,0.0,0.079
MCD43A1_006_BRDF_Albedo_Parameters_nir_2_doy2018024_aid0001,BRDF_Albedo_Parameters_nir,aid0001,2018-01-24,697939.0,0.0,0.314,"(0.0,0.314)",0.0324,0.0234,0.0005,0.047,0.096,0.031,0.0,0.014
MCD43A1_006_BRDF_Albedo_Parameters_nir_0_doy2018025_aid0001,BRDF_Albedo_Parameters_nir,aid0001,2018-01-25,696762.0,0.0,0.688,"(0.0,0.688)",0.2114,0.0718,0.0051,0.256,0.373,0.215,0.061,0.178
MCD43A1_006_BRDF_Albedo_Parameters_nir_1_doy2018025_aid0001,BRDF_Albedo_Parameters_nir,aid0001,2018-01-25,696762.0,0.0,0.998,"(0.0,0.998)",0.1244,0.0692,0.0048,0.164,0.291,0.12,0.0,0.079
MCD43A1_006_BRDF_Albedo_Parameters_nir_2_doy2018025_aid0001,BRDF_Albedo_Parameters_nir,aid0001,2018-01-25,696762.0,0.0,0.312,"(0.0,0.312)",0.0327,0.0232,0.0005,0.047,0.096,0.031,0.0,0.014
MCD43A1_006_BRDF_Albedo_Parameters_nir_0_doy2018026_aid0001,BRDF_Albedo_Parameters_nir,aid0001,2018-01-26,697101.0,0.0,0.673,"(0.0,0.673)",0.2118,0.0721,0.0052,0.257,0.375,0.215,0.06,0.178
MCD43A1_006_BRDF_Albedo_Parameters_nir_1_doy2018026_aid0001,BRDF_Albedo_Parameters_nir,aid0001,2018-01-26,697101.0,0.0,1.112,"(0.0,1.112)",0.1245,0.0703,0.0049,0.165,0.295,0.12,0.0,0.078
MCD43A1_006_BRDF_Albedo_Parameters_nir_2_doy2018026_aid0001,BRDF_Albedo_Parameters_nir,aid0001,2018-01-26,697101.0,0.0,0.264,"(0.0,0.264)",0.0327,0.0235,0.0006,0.047,0.096,0.031,0.0,0.014
MCD43A1_006_BRDF_Albedo_Parameters_nir_0_doy2018027_aid0001,BRDF_Albedo_Parameters_nir,aid0001,2018-01-27,693156.0,0.0,0.86,"(0.0,0.86)",0.213,0.0725,0.0053,0.258,0.379,0.216,0.056,0.177
MCD43A1_006_BRDF_Albedo_Parameters_nir_1_doy2018027_aid0001,BRDF_Albedo_Parameters_nir,aid0001,2018-01-27,693156.0,0.0,1.188,"(0.0,1.188)",0.1248,0.0738,0.0054,0.168,0.309,0.12,0.0,0.074
MCD43A1_006_BRDF_Albedo_Parameters_nir_2_doy2018027_aid0001,BRDF_Albedo_Parameters_nir,aid0001,2018-01-27,693156.0,0.0,0.42,"(0.0,0.42)",0.0335,0.0245,0.0006,0.049,0.101,0.031,0.0,0.014
MCD43A1_006_BRDF_Albedo_Parameters_nir_0_doy2018028_aid0001,BRDF_Albedo_Parameters_nir,aid0001,2018-01-28,693527.0,0.0,0.86,"(0.0,0.86)",0.2135,0.0733,0.0054,0.259,0.382,0.216,0.054,0.177
MCD43A1_006_BRDF_Albedo_Parameters_nir_1_doy2018028_aid0001,BRDF_Albedo_Parameters_nir,aid0001,2018-01-28,693527.0,0.0,1.194,"(0.0,1.194)",0.1266,0.0744,0.0055,0.172,0.317,0.122,0.0,0.075
MCD43A1_006_BRDF_Albedo_Parameters_nir_2_doy2018028_aid0001,BRDF_Albedo_Parameters_nir,aid0001,2018-01-28,693527.0,0.0,0.42,"(0.0,0.42)",0.0339,0.025,0.0006,0.05,0.104,0.031,0.0,0.014
MCD43A1_006_BRDF_Albedo_Parameters_nir_0_doy2018029_aid0001,BRDF_Albedo_Parameters_nir,aid0001,2018-01-29,696172.0,0.0,0.694,"(0.0,0.694)",0.2122,0.0723,0.0052,0.257,0.377,0.214,0.057,0.177
MCD43A1_006_BRDF_Albedo_Parameters_nir_1_doy2018029_aid0001,BRDF_Albedo_Parameters_nir,aid0001,2018-01-29,696172.0,0.0,1.202,"(0.0,1.202)",0.1288,0.0714,0.0051,0.17,0.303,0.125,0.0,0.081
MCD43A1_006_BRDF_Albedo_Parameters_nir_2_doy2018029_aid0001,BRDF_Albedo_Parameters_nir,aid0001,2018-01-29,696172.0,0.0,0.248,"(0.0,0.248)",0.033,0.0236,0.0006,0.048,0.099,0.031,0.0,0.014
MCD43A1_006_BRDF_Albedo_Parameters_nir_0_doy2018030_aid0001,BRDF_Albedo_Parameters_nir,aid0001,2018-01-30,698838.0,0.0,0.658,"(0.0,0.658)",0.2114,0.0715,0.0051,0.256,0.374,0.214,0.059,0.177
MCD43A1_006_BRDF_Albedo_Parameters_nir_1_doy2018030_aid0001,BRDF_Albedo_Parameters_nir,aid0001,2018-01-30,698838.0,0.0,1.247,"(0.0,1.247)",0.1277,0.07,0.0049,0.169,0.301,0.124,0.0,0.081
MCD43A1_006_BRDF_Albedo_Parameters_nir_2_doy2018030_aid0001,BRDF_Albedo_Parameters_nir,aid0001,2018-01-30,698838.0,0.0,0.242,"(0.0,0.242)",0.0326,0.0231,0.0005,0.047,0.096,0.03,0.0,0.014
MCD43A1_006_BRDF_Albedo_Parameters_nir_0_doy2018031_aid0001,BRDF_Albedo_Parameters_nir,aid0001,2018-01-31,697383.0,0.0,0.658,"(0.0,0.658)",0.2112,0.0714,0.0051,0.256,0.374,0.214,0.059,0.177
MCD43A1_006_BRDF_Albedo_Parameters_nir_1_doy2018031_aid0001,BRDF_Albedo_Parameters_nir,aid0001,2018-01-31,697383.0,0.0,1.253,"(0.0,1.253)",0.1282,0.0702,0.0049,0.17,0.303,0.125,0.0,0.081
MCD43A1_006_BRDF_Albedo_Parameters_nir_2_doy2018031_aid0001,BRDF_Albedo_Parameters_nir,aid0001,2018-01-31,697383.0,0.0,0.249,"(0.0,0.249)",0.0324,0.0231,0.0005,0.047,0.096,0.03,0.0,0.014
MCD43A1_006_BRDF_Albedo_Parameters_nir_0_doy2018032_aid0001,BRDF_Albedo_Parameters_nir,aid0001,2018-02-01,698032.0,0.0,0.658,"(0.0,0.658)",0.2103,0.0714,0.0051,0.255,0.375,0.213,0.055,0.175
MCD43A1_006_BRDF_Albedo_Parameters_nir_1_doy2018032_aid0001,BRDF_Albedo_Parameters_nir,aid0001,2018-02-01,698032.0,0.0,1.259,"(0.0,1.259)",0.1282,0.07,0.0049,0.17,0.303,0.125,0.0,0.081
MCD43A1_006_BRDF_Albedo_Parameters_nir_2_doy2018032_aid0001,BRDF_Albedo_Parameters_nir,aid0001,2018-02-01,698032.0,0.0,0.248,"(0.0,0.248)",0.032,0.0231,0.0005,0.047,0.096,0.03,0.0,0.014
MCD43A1_006_BRDF_Albedo_Parameters_nir_0_doy2018033_aid0001,BRDF_Albedo_Parameters_nir,aid0001,2018-02-02,693927.0,0.0,1.178,"(0.0,1.178)",0.211,0.0714,0.0051,0.256,0.376,0.214,0.056,0.176
MCD43A1_006_BRDF_Albedo_Parameters_nir_1_doy2018033_aid0001,BRDF_Albedo_Parameters_nir,aid0001,2018-02-02,693927.0,0.0,2.275,"(0.0,2.275)",0.1277,0.0697,0.0049,0.169,0.301,0.125,0.0,0.081
MCD43A1_006_BRDF_Albedo_Parameters_nir_2_doy2018033_aid0001,BRDF_Albedo_Parameters_nir,aid0001,2018-02-02,693927.0,0.0,0.634,"(0.0,0.634)",0.0322,0.0231,0.0005,0.047,0.096,0.03,0.0,0.014
MCD43A1_006_BRDF_Albedo_Parameters_nir_0_doy2018034_aid0001,BRDF_Albedo_Parameters_nir,aid0001,2018-02-03,694267.0,0.0,0.657,"(0.0,0.657)",0.2109,0.0721,0.0052,0.257,0.38,0.214,0.052,0.175
MCD43A1_006_BRDF_Albedo_Parameters_nir_1_doy2018034_aid0001,BRDF_Albedo_Parameters_nir,aid0001,2018-02-03,694267.0,0.0,1.49,"(0.0,1.49)",0.1287,0.0709,0.005,0.172,0.31,0.126,0.0,0.08
MCD43A1_006_BRDF_Albedo_Parameters_nir_2_doy2018034_aid0001,BRDF_Albedo_Parameters_nir,aid0001,2018-02-03,694267.0,0.0,0.271,"(0.0,0.271)",0.0324,0.0237,0.0006,0.048,0.1,0.03,0.0,0.013
MCD43A1_006_BRDF_Albedo_Parameters_nir_0_doy2018035_aid0001,BRDF_Albedo_Parameters_nir,aid0001,2018-02-04,694535.0,0.0,0.657,"(0.0,0.657)",0.2104,0.072,0.0052,0.256,0.379,0.213,0.051,0.174
MCD43A1_006_BRDF_Albedo_Parameters_nir_1_doy2018035_aid0001,BRDF_Albedo_Parameters_nir,aid0001,2018-02-04,694535.0,0.0,1.484,"(0.0,1.484)",0.1298,0.071,0.005,0.173,0.311,0.127,0.0,0.081
MCD43A1_006_BRDF_Albedo_Parameters_nir_2_doy2018035_aid0001,BRDF_Albedo_Parameters_nir,aid0001,2018-02-04,694535.0,0.0,0.27,"(0.0,0.27)",0.0321,0.0237,0.0006,0.047,0.098,0.029,0.0,0.013
MCD43A1_006_BRDF_Albedo_Parameters_nir_0_doy2018036_aid0001,BRDF_Albedo_Parameters_nir,aid0001,2018-02-05,694013.0,0.0,0.657,"(0.0,0.657)",0.2102,0.072,0.0052,0.256,0.379,0.213,0.051,0.174
MCD43A1_006_BRDF_Albedo_Parameters_nir_1_doy2018036_aid0001,BRDF_Albedo_Parameters_nir,aid0001,2018-02-05,694013.0,0.0,1.477,"(0.0,1.477)",0.13,0.0714,0.0051,0.173,0.311,0.127,0.0,0.081
MCD43A1_006_BRDF_Albedo_Parameters_nir_2_doy2018036_aid0001,BRDF_Albedo_Parameters_nir,aid0001,2018-02-05,694013.0,0.0,0.335,"(0.0,0.335)",0.032,0.0238,0.0006,0.047,0.098,0.029,0.0,0.013
